RID,VERSION,STATUS,IP,HTTP_URL,SESSION,START,DURATION,SRC,EXTID,consent,q2,q3,q4,q5,q89_1,q89_2,q7,q89_3,q89_4,q8,bid_random,bid,q9,q10,q11,q11_other,block,design_offset,q16_1,q16_2,q16_3,q16_4,q16_5,q16_6,q16_7,q17_1,q17_2,q18,q19,q20,q20_other,q21,q22,q23,q24
164,4,10,Anonymised,Anonymised,Anonymised,1655300632.22507,5965.026,Prolific,Anonymised,1,2,2,Anonymised,1,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
140,4,10,Anonymised,Anonymised,Anonymised,1655300531.56461,6065.698,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
445,4,10,Anonymised,Anonymised,Anonymised,1655301873.7489,4723.526,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
109,3,10,Anonymised,Anonymised,Anonymised,1655300362.04902,6235.236,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
56,3,10,Anonymised,Anonymised,Anonymised,1655299911.80771,6685.488,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
464,4,10,Anonymised,Anonymised,Anonymised,1655301975.91322,4621.392,Prolific,Anonymised,1,2,3,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
632,6,10,Anonymised,Anonymised,Anonymised,1655302940.14543,3657.17,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
521,5,10,Anonymised,Anonymised,Anonymised,1655302226.24021,4371.085,Prolific,Anonymised,1,1,4,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
283,4,10,Anonymised,Anonymised,Anonymised,1655301244.1974,5353.147,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
595,6,10,Anonymised,Anonymised,Anonymised,1655302630.63239,3966.723,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
439,4,10,Anonymised,Anonymised,Anonymised,1655301844.7973,4752.567,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
471,4,10,Anonymised,Anonymised,Anonymised,1655302005.01042,4592.365,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
234,4,10,Anonymised,Anonymised,Anonymised,1655301018.33707,5579.049,Prolific,Anonymised,1,1,3,Anonymised,1,3,3,2,3,3,5,4,£20.00,2,,1,Anonymised,2,4,10,8,10,7,9,11,11,3,3,1,2,2,Anonymised,4,2,9,Anonymised
240,4,10,Anonymised,Anonymised,Anonymised,1655301032.27795,5565.119,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
378,4,10,Anonymised,Anonymised,Anonymised,1655301570.38268,5027.024,Prolific,Anonymised,1,1,1,Anonymised,1,2,3,2,1,2,2,6,£40.00,1,,,Anonymised,2,4,,,,,,,,,,,,,Anonymised,,,,Anonymised
476,4,10,Anonymised,Anonymised,Anonymised,1655302033.94574,4563.475,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
550,6,10,Anonymised,Anonymised,Anonymised,1655302381.01773,4216.415,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
111,3,10,Anonymised,Anonymised,Anonymised,1655300362.46877,6234.974,Prolific,Anonymised,1,2,3,Anonymised,1,3,0,4,1,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
131,4,10,Anonymised,Anonymised,Anonymised,1655300489.97618,6107.479,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
17,3,10,Anonymised,Anonymised,Anonymised,1655299805.65378,6791.812,Prolific,Anonymised,1,2,1,Anonymised,1,2,3,2,4,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
166,4,10,Anonymised,Anonymised,Anonymised,1655300640.73076,5956.746,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
604,6,10,Anonymised,Anonymised,Anonymised,1655302698.39645,3899.09,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
680,6,7,Anonymised,Anonymised,Anonymised,1655306213.04587,595.842,Prolific,Anonymised,1,1,4,Anonymised,2,4,3,2,4,4,6,7,£50.00,2,,1,Anonymised,2,4,11,11,11,11,11,11,11,3,3,1,1,1,Anonymised,5,6,10,Anonymised
679,6,7,Anonymised,Anonymised,Anonymised,1655306175.67495,1009.762,Prolific,Anonymised,1,1,6,Anonymised,1,4,5,2,4,4,2,10,£80.00,1,,,Anonymised,1,0,11,8,10,6,10,11,11,3,4,1,2,2,Anonymised,4,7,10,Anonymised
654,6,10,Anonymised,Anonymised,Anonymised,1655303185.71997,4129.515,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
639,6,10,Anonymised,Anonymised,Anonymised,1655302993.8847,4321.363,Prolific,Anonymised,,,,Anonymised,,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
681,6,7,Anonymised,Anonymised,Anonymised,1655307200.38032,812.664,Prolific,Anonymised,1,1,4,Anonymised,3,3,3,2,3,4,4,6,£40.00,1,,,Anonymised,1,0,10,10,10,10,9,10,10,3,3,2,1,1,Anonymised,5,9,8,Anonymised
683,6,7,Anonymised,Anonymised,Anonymised,1655308705.43975,915.223,Prolific,Anonymised,1,2,4,Anonymised,3,1,3,2,2,2,7,4,£20.00,1,,,Anonymised,1,0,10,10,10,10,11,11,11,5,4,1,2,1,Anonymised,2,6,10,Anonymised
684,6,7,Anonymised,Anonymised,Anonymised,1655312183.94153,664.165,Prolific,Anonymised,1,2,4,Anonymised,3,2,3,3,2,2,3,5,£30.00,1,,,Anonymised,1,0,10,8,8,7,8,9,9,3,3,1,2,1,Anonymised,3,9,10,Anonymised
682,6,10,Anonymised,Anonymised,Anonymised,1655308302.00738,7562.976,Prolific,Anonymised,1,2,5,Anonymised,3,,,,,,,,"",,,,Anonymised,,,,,,,,,,,,,,,Anonymised,,,,Anonymised
685,6,7,Anonymised,Anonymised,Anonymised,1655315607.18485,312.161,Prolific,Anonymised,1,2,1,Anonymised,1,2,2,2,1,2,9,1,£1.00,1,,,Anonymised,1,0,10,9,10,9,11,11,11,4,4,1,1,1,Anonymised,5,10,10,Anonymised
689,6,7,Anonymised,Anonymised,Anonymised,1655315765.3243,302.772,Prolific,Anonymised,1,2,1,Anonymised,2,2,2,3,1,5,12,1,£1.00,,1,,Anonymised,1,0,11,8,8,6,10,11,11,3,3,1,1,2,Anonymised,4,4,8,Anonymised
688,6,7,Anonymised,Anonymised,Anonymised,1655315714.83211,367.293,Prolific,Anonymised,1,2,2,Anonymised,1,3,3,1,3,-4,12,7,£50.00,,2,2,Anonymised,1,0,6,6,6,6,8,8,6,3,3,1,2,2,Anonymised,5,10,10,Anonymised
690,6,7,Anonymised,Anonymised,Anonymised,1655315828.91518,259.663,Prolific,Anonymised,1,2,2,Anonymised,1,-3,2,2,0,1,3,10,£80.00,2,,2,Anonymised,1,0,7,7,9,7,9,9,9,3,3,2,2,1,Anonymised,1,6,8,Anonymised
686,6,7,Anonymised,Anonymised,Anonymised,1655315680.40372,415.036,Prolific,Anonymised,1,1,3,Anonymised,1,3,5,2,3,3,6,9,£70.00,1,,,Anonymised,1,0,9,9,10,9,11,10,8,4,4,2,2,1,Anonymised,5,5,10,Anonymised
691,6,7,Anonymised,Anonymised,Anonymised,1655315866.72686,299.441,Prolific,Anonymised,1,2,1,Anonymised,1,4,3,2,2,5,5,1,£1.00,1,,,Anonymised,1,0,11,9,10,8,9,10,11,5,5,1,2,1,Anonymised,5,8,10,Anonymised
687,6,7,Anonymised,Anonymised,Anonymised,1655315682.24475,485.997,Prolific,Anonymised,1,2,1,Anonymised,1,3,3,2,5,5,3,10,£80.00,2,,1,Anonymised,1,0,9,6,9,6,9,10,11,3,3,1,2,1,Anonymised,3,5,10,Anonymised
697,6,7,Anonymised,Anonymised,Anonymised,1655316029.76057,261.883,Prolific,Anonymised,1,2,1,Anonymised,1,3,2,2,4,5,4,9,£70.00,1,,,Anonymised,2,4,11,11,10,10,11,11,11,4,4,2,1,1,Anonymised,5,6,9,Anonymised
695,6,7,Anonymised,Anonymised,Anonymised,1655316003.12526,362.189,Prolific,Anonymised,1,2,4,Anonymised,1,3,3,3,3,3,5,7,£50.00,1,,,Anonymised,2,4,9,8,10,9,10,10,10,4,4,2,2,1,Anonymised,4,10,10,Anonymised
703,6,7,Anonymised,Anonymised,Anonymised,1655316117.77555,288.87,Prolific,Anonymised,1,2,4,Anonymised,1,4,4,2,1,2,5,4,£20.00,2,,1,Anonymised,2,4,8,7,9,7,8,9,9,3,3,2,2,1,Anonymised,5,10,9,Anonymised
702,6,7,Anonymised,Anonymised,Anonymised,1655316111.58827,337.093,Prolific,Anonymised,1,2,2,Anonymised,1,3,2,2,2,2,9,5,£30.00,1,,,Anonymised,1,0,10,8,9,6,9,9,9,3,3,1,1,1,Anonymised,5,8,10,Anonymised
699,6,7,Anonymised,Anonymised,Anonymised,1655316094.77181,371.256,Prolific,Anonymised,1,2,1,Anonymised,1,5,3,2,3,3,5,6,£40.00,1,,,Anonymised,1,0,10,10,10,10,11,11,11,4,4,2,1,1,Anonymised,3,8,10,Anonymised
698,6,7,Anonymised,Anonymised,Anonymised,1655316052.0724,424.179,Prolific,Anonymised,1,2,4,Anonymised,1,1,3,2,1,1,7,1,£1.00,1,,,Anonymised,1,0,8,8,8,8,10,10,10,4,4,2,2,1,Anonymised,3,3,6,Anonymised
701,6,7,Anonymised,Anonymised,Anonymised,1655316099.32978,393.068,Prolific,Anonymised,1,2,1,Anonymised,1,2,4,2,2,5,12,9,£70.00,,2,6,Anonymised,2,4,11,8,10,5,9,9,10,4,3,1,2,2,Anonymised,4,10,10,Anonymised
694,6,7,Anonymised,Anonymised,Anonymised,1655315983.86913,511.127,Prolific,Anonymised,1,2,3,Anonymised,1,3,2,2,2,1,4,10,£80.00,1,,,Anonymised,2,4,11,8,9,9,9,9,10,3,3,2,2,2,Anonymised,5,4,10,Anonymised
706,6,7,Anonymised,Anonymised,Anonymised,1655316185.23111,338.886,Prolific,Anonymised,1,2,1,Anonymised,1,3,3,2,2,4,3,10,£80.00,1,,,Anonymised,1,0,10,8,9,8,9,10,11,4,3,1,2,2,Anonymised,5,8,9,Anonymised
693,6,7,Anonymised,Anonymised,Anonymised,1655315982.63083,610.601,Prolific,Anonymised,1,1,1,Anonymised,1,-4,-1,2,-4,1,5,4,£20.00,1,,,Anonymised,2,4,7,2,2,1,2,2,3,3,3,2,2,2,Anonymised,5,6,10,Anonymised
712,6,7,Anonymised,Anonymised,Anonymised,1655316295.67998,331.67,Prolific,Anonymised,1,2,1,Anonymised,1,4,4,2,4,5,2,5,£30.00,1,,,Anonymised,2,4,11,10,11,10,11,11,11,4,3,1,1,2,Anonymised,5,2,10,Anonymised
704,6,7,Anonymised,Anonymised,Anonymised,1655316129.3298,498.46,Prolific,Anonymised,1,2,2,Anonymised,1,2,0,3,-3,3,9,7,£50.00,1,,,Anonymised,1,0,9,6,8,7,8,10,10,3,3,1,1,2,Anonymised,4,7,10,Anonymised
711,6,7,Anonymised,Anonymised,Anonymised,1655316269.18051,363.039,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,1,3,5,11,6,£40.00,1,,,Anonymised,1,0,11,9,10,10,7,8,10,5,5,1,1,1,Anonymised,5,7,9,Anonymised
715,6,7,Anonymised,Anonymised,Anonymised,1655316361.40118,293.705,Prolific,Anonymised,1,2,1,Anonymised,1,1,1,2,1,3,8,7,£50.00,2,,1,Anonymised,2,4,11,9,7,7,7,8,8,3,3,1,2,1,Anonymised,3,8,10,Anonymised
708,6,7,Anonymised,Anonymised,Anonymised,1655316209.83093,446.674,Prolific,Anonymised,1,1,2,Anonymised,5,4,4,2,1,5,12,2,£5.00,,1,,Anonymised,2,4,11,9,11,7,11,10,7,3,3,1,2,1,Anonymised,5,7,10,Anonymised
705,6,7,Anonymised,Anonymised,Anonymised,1655316134.90882,527.322,Prolific,Anonymised,1,1,5,Anonymised,1,3,3,2,4,3,3,5,£30.00,1,,,Anonymised,2,4,10,9,9,9,10,10,10,3,4,2,1,2,Anonymised,1,4,8,Anonymised
728,6,7,Anonymised,Anonymised,Anonymised,1655316498.368,196.237,Prolific,Anonymised,1,2,1,Anonymised,1,3,3,2,3,1,3,2,£5.00,1,,,Anonymised,1,0,10,8,10,8,10,8,11,4,4,1,2,1,Anonymised,4,3,5,Anonymised
707,6,7,Anonymised,Anonymised,Anonymised,1655316199.40562,513.44,Prolific,Anonymised,1,2,3,Anonymised,1,2,3,2,3,1,5,9,£70.00,1,,,Anonymised,1,0,11,11,9,9,9,10,10,3,3,1,2,2,Anonymised,3,3,10,Anonymised
700,6,7,Anonymised,Anonymised,Anonymised,1655316097.95587,645.422,Prolific,Anonymised,1,2,4,Anonymised,1,3,3,4,3,5,12,1,£1.00,,1,,Anonymised,2,4,11,6,8,7,10,9,11,3,3,2,2,1,Anonymised,2,10,8,Anonymised
739,6,7,Anonymised,Anonymised,Anonymised,1655316540.00282,248.28,Prolific,Anonymised,1,2,2,Anonymised,1,-1,0,2,2,2,6,3,£10.00,2,,1,Anonymised,2,4,8,4,6,7,8,7,9,4,2,2,2,2,Anonymised,3,2,7,Anonymised
741,6,7,Anonymised,Anonymised,Anonymised,1655316550.89656,242.922,Prolific,Anonymised,1,1,1,Anonymised,3,1,0,3,0,0,7,6,£40.00,2,,1,Anonymised,1,0,8,4,9,1,3,5,8,2,3,1,2,1,Anonymised,5,7,7,Anonymised
722,6,7,Anonymised,Anonymised,Anonymised,1655316471.99179,322.761,Prolific,Anonymised,1,2,2,Anonymised,2,2,3,3,1,1,5,6,£40.00,1,,,Anonymised,1,0,10,8,10,10,10,9,9,4,4,2,2,1,Anonymised,5,7,10,Anonymised
742,6,7,Anonymised,Anonymised,Anonymised,1655316551.24232,254.272,Prolific,Anonymised,1,1,1,Anonymised,1,4,3,3,3,1,2,8,£60.00,1,,,Anonymised,1,0,1,2,3,2,1,2,3,3,4,1,2,1,Anonymised,3,5,7,Anonymised
723,6,7,Anonymised,Anonymised,Anonymised,1655316474.48678,346.034,Prolific,Anonymised,1,2,2,Anonymised,1,3,4,3,2,5,5,9,£70.00,2,,1,Anonymised,1,0,10,9,8,8,9,10,10,3,3,1,1,1,Anonymised,4,5,10,Anonymised
729,6,7,Anonymised,Anonymised,Anonymised,1655316508.95028,313.231,Prolific,Anonymised,1,2,2,Anonymised,1,4,5,2,4,4,12,2,£5.00,,1,,Anonymised,1,0,11,9,11,10,9,10,10,5,4,1,2,1,Anonymised,5,4,10,Anonymised
717,6,7,Anonymised,Anonymised,Anonymised,1655316378.76279,445.998,Prolific,Anonymised,1,2,1,Anonymised,1,2,4,2,4,4,12,4,£20.00,,2,1,Anonymised,2,4,11,8,8,7,11,8,9,3,4,2,1,1,Anonymised,4,10,9,Anonymised
740,6,7,Anonymised,Anonymised,Anonymised,1655316545.08498,281.609,Prolific,Anonymised,1,2,1,Anonymised,1,2,3,2,3,3,4,5,£30.00,2,,1,Anonymised,1,0,9,6,8,6,8,8,8,4,3,1,2,1,Anonymised,5,8,7,Anonymised
709,6,7,Anonymised,Anonymised,Anonymised,1655316237.88362,593.159,Prolific,Anonymised,1,2,1,Anonymised,1,1,-2,2,1,-2,8,4,£20.00,2,,2,Anonymised,1,0,11,5,9,2,10,11,9,5,1,1,2,1,Anonymised,5,8,10,Anonymised
725,6,7,Anonymised,Anonymised,Anonymised,1655316488.21268,352.274,Prolific,Anonymised,1,2,2,Anonymised,1,1,1,2,1,1,5,1,£1.00,1,,,Anonymised,2,4,9,9,9,9,9,10,10,4,4,1,2,1,Anonymised,5,4,10,Anonymised
731,6,7,Anonymised,Anonymised,Anonymised,1655316518.77845,332.418,Prolific,Anonymised,1,1,2,Anonymised,1,-1,1,2,1,3,5,7,£50.00,2,,2,Anonymised,2,4,10,6,8,6,6,7,9,3,3,1,2,2,Anonymised,3,9,10,Anonymised
735,6,7,Anonymised,Anonymised,Anonymised,1655316530.02735,370.912,Prolific,Anonymised,1,1,2,Anonymised,1,0,1,2,2,2,10,10,£80.00,2,,1,Anonymised,1,0,11,10,7,7,7,7,7,3,3,2,2,2,Anonymised,5,7,7,Anonymised
743,6,7,Anonymised,Anonymised,Anonymised,1655316566.43327,342.437,Prolific,Anonymised,1,2,3,Anonymised,1,4,4,1,4,4,12,7,£50.00,,1,,Anonymised,2,4,11,11,10,10,10,10,10,3,3,2,2,1,Anonymised,3,5,10,Anonymised
750,6,7,Anonymised,Anonymised,Anonymised,1655316620.5894,320.719,Prolific,Anonymised,1,2,1,Anonymised,1,2,3,4,1,1,4,10,£80.00,1,,,Anonymised,2,4,11,6,11,6,6,6,6,4,4,1,2,2,Anonymised,4,8,10,Anonymised
766,6,7,Anonymised,Anonymised,Anonymised,1655316680.38733,267.563,Prolific,Anonymised,1,1,2,Anonymised,1,2,2,2,2,2,3,4,£20.00,1,,,Anonymised,1,0,10,10,10,10,10,10,10,5,4,1,2,1,Anonymised,3,7,10,Anonymised
745,6,7,Anonymised,Anonymised,Anonymised,1655316568.14948,395.167,Prolific,Anonymised,1,2,2,Anonymised,1,5,3,3,2,2,4,4,£20.00,1,,,Anonymised,1,0,9,6,9,8,9,8,6,3,3,1,2,2,Anonymised,5,4,7,Anonymised
789,6,7,Anonymised,Anonymised,Anonymised,1655316773.4388,193.852,Prolific,Anonymised,1,2,3,Anonymised,1,3,2,2,2,2,4,5,£30.00,1,,,Anonymised,2,4,11,8,10,9,10,10,10,3,3,1,2,1,Anonymised,5,6,10,Anonymised
752,6,7,Anonymised,Anonymised,Anonymised,1655316629.67228,345.056,Prolific,Anonymised,1,2,2,Anonymised,1,-3,0,4,0,0,6,2,£5.00,1,,,Anonymised,1,0,6,6,6,4,4,5,3,4,3,1,2,1,Anonymised,5,7,10,Anonymised
744,6,7,Anonymised,Anonymised,Anonymised,1655316567.48383,414.841,Prolific,Anonymised,1,2,2,Anonymised,1,5,5,2,5,5,5,8,£60.00,1,,,Anonymised,1,0,11,9,11,10,10,11,11,5,4,1,1,1,Anonymised,5,8,10,Anonymised
718,6,7,Anonymised,Anonymised,Anonymised,1655316413.91819,581.474,Prolific,Anonymised,1,2,4,Anonymised,1,3,4,3,2,4,5,9,£70.00,1,,,Anonymised,2,4,11,10,11,10,11,11,11,4,4,2,1,2,Anonymised,5,3,10,Anonymised
716,6,7,Anonymised,Anonymised,Anonymised,1655316375.42514,622.962,Prolific,Anonymised,1,2,4,Anonymised,1,1,2,2,0,0,5,5,£30.00,2,,1,Anonymised,1,0,11,5,7,5,10,9,11,3,3,1,2,1,Anonymised,2,10,10,Anonymised
772,6,7,Anonymised,Anonymised,Anonymised,1655316710.8232,288.856,Prolific,Anonymised,1,2,1,Anonymised,3,2,2,2,1,5,12,4,£20.00,,2,6,Anonymised,1,0,11,10,6,6,7,7,7,3,3,2,2,2,Anonymised,5,3,9,Anonymised
713,6,7,Anonymised,Anonymised,Anonymised,1655316335.03432,668.087,Prolific,Anonymised,1,2,4,Anonymised,1,4,1,1,3,3,5,1,£1.00,1,,,Anonymised,2,4,9,8,9,9,11,11,11,4,4,2,2,1,Anonymised,5,5,10,Anonymised
724,6,7,Anonymised,Anonymised,Anonymised,1655316486.88426,518.284,Prolific,Anonymised,1,1,2,Anonymised,1,4,3,2,5,-1,3,2,£5.00,1,,,Anonymised,2,4,11,9,10,9,11,11,11,3,3,2,1,1,Anonymised,4,9,7,Anonymised
755,6,7,Anonymised,Anonymised,Anonymised,1655316644.62503,375.932,Prolific,Anonymised,1,2,1,Anonymised,1,3,4,2,3,5,12,10,£80.00,,1,,Anonymised,2,4,11,9,10,7,10,11,11,4,4,1,1,1,Anonymised,4,2,8,Anonymised
736,6,7,Anonymised,Anonymised,Anonymised,1655316534.9851,490.274,Prolific,Anonymised,1,2,1,Anonymised,1,3,4,2,-5,5,5,9,£70.00,2,,4,Anonymised,1,0,11,10,11,10,9,10,11,3,3,2,2,1,Anonymised,2,7,10,Anonymised
762,6,7,Anonymised,Anonymised,Anonymised,1655316668.72754,375.694,Prolific,Anonymised,1,1,1,Anonymised,1,2,2,2,2,2,2,5,£30.00,1,,,Anonymised,1,0,11,9,10,9,9,10,10,4,3,1,2,1,Anonymised,5,5,7,Anonymised
778,6,7,Anonymised,Anonymised,Anonymised,1655316745.49026,301.793,Prolific,Anonymised,1,2,1,Anonymised,1,3,2,2,2,5,4,6,£40.00,1,,,Anonymised,2,4,9,8,10,7,6,8,9,4,4,1,2,1,Anonymised,5,4,8,Anonymised
754,6,7,Anonymised,Anonymised,Anonymised,1655316631.51999,417.792,Prolific,Anonymised,1,2,1,Anonymised,2,2,2,3,-2,4,4,3,£10.00,1,,,Anonymised,1,0,3,1,10,11,2,8,8,3,3,1,2,2,Anonymised,4,7,10,Anonymised
775,6,7,Anonymised,Anonymised,Anonymised,1655316724.66206,326.01,Prolific,Anonymised,1,2,3,Anonymised,1,3,5,1,4,4,4,2,£5.00,1,,,Anonymised,1,0,11,9,11,9,11,11,11,3,3,2,1,1,Anonymised,5,6,10,Anonymised
747,6,7,Anonymised,Anonymised,Anonymised,1655316590.22542,462.671,Prolific,Anonymised,1,2,1,Anonymised,1,2,3,3,0,5,4,7,£50.00,1,,,Anonymised,2,4,11,7,11,9,11,11,11,5,5,1,1,1,Anonymised,5,7,7,Anonymised
769,6,7,Anonymised,Anonymised,Anonymised,1655316693.8279,370.341,Prolific,Anonymised,1,2,3,Anonymised,1,4,5,2,4,4,3,1,£1.00,1,,,Anonymised,1,0,10,7,10,7,11,11,11,4,3,1,2,1,Anonymised,5,7,10,Anonymised
773,6,7,Anonymised,Anonymised,Anonymised,1655316716.15089,351.422,Prolific,Anonymised,1,1,2,Anonymised,1,4,4,2,4,4,1,5,£30.00,,1,,Anonymised,1,0,11,11,11,11,11,11,11,3,3,1,2,2,Anonymised,5,5,10,Anonymised
779,6,7,Anonymised,Anonymised,Anonymised,1655316747.85785,324.386,Prolific,Anonymised,1,2,1,Anonymised,3,3,3,2,3,3,5,6,£40.00,1,,,Anonymised,1,0,8,8,8,8,8,8,8,4,4,2,2,1,Anonymised,5,5,10,Anonymised
734,6,7,Anonymised,Anonymised,Anonymised,1655316528.39575,545.975,Prolific,Anonymised,1,2,2,Anonymised,1,3,4,2,4,4,4,5,£30.00,1,,,Anonymised,2,4,11,8,11,7,11,11,11,3,3,2,1,2,Anonymised,5,8,9,Anonymised
800,6,7,Anonymised,Anonymised,Anonymised,1655316815.28648,260.157,Prolific,Anonymised,1,2,1,Anonymised,2,3,4,2,2,5,5,8,£60.00,2,,1,Anonymised,1,0,10,9,11,7,10,10,9,3,4,1,2,1,Anonymised,5,5,10,Anonymised
765,6,7,Anonymised,Anonymised,Anonymised,1655316674.17302,401.541,Prolific,Anonymised,1,2,2,Anonymised,1,3,3,1,3,3,7,7,£50.00,1,,,Anonymised,2,4,9,9,9,9,11,11,11,4,4,1,2,1,Anonymised,4,8,10,Anonymised
748,6,7,Anonymised,Anonymised,Anonymised,1655316598.31031,482.125,Prolific,Anonymised,1,1,4,Anonymised,1,3,4,3,3,3,5,1,£1.00,1,,,Anonymised,1,0,9,9,9,9,10,10,10,4,3,1,2,1,Anonymised,2,5,9,Anonymised
804,6,7,Anonymised,Anonymised,Anonymised,1655316829.47805,265.219,Prolific,Anonymised,1,3,2,Anonymised,1,3,1,2,1,1,12,8,£60.00,,2,1,Anonymised,1,0,11,11,11,8,11,11,11,3,3,2,1,2,Anonymised,3,5,9,Anonymised
710,6,7,Anonymised,Anonymised,Anonymised,1655316246.56086,853.577,Prolific,Anonymised,1,3,1,Anonymised,1,3,3,3,-2,4,4,10,£80.00,1,,,Anonymised,2,4,10,7,11,8,10,11,11,3,4,2,2,2,Anonymised,6,3,9,Anonymised
714,6,7,Anonymised,Anonymised,Anonymised,1655316344.75632,766.372,Prolific,Anonymised,1,2,5,Anonymised,1,4,4,4,3,2,5,10,£80.00,1,,,Anonymised,2,4,8,4,9,7,9,10,11,3,3,1,2,2,Anonymised,3,7,10,Anonymised
746,6,7,Anonymised,Anonymised,Anonymised,1655316579.92432,542.792,Prolific,Anonymised,1,2,2,Anonymised,1,2,0,1,3,2,12,1,£1.00,,1,,Anonymised,2,4,11,7,11,7,11,11,11,5,4,1,1,1,Anonymised,5,7,10,Anonymised
771,6,7,Anonymised,Anonymised,Anonymised,1655316700.95591,431.146,Prolific,Anonymised,1,2,1,Anonymised,1,3,5,2,5,5,12,2,£5.00,,1,,Anonymised,2,4,11,9,11,9,9,10,11,3,3,1,2,1,Anonymised,4,10,10,Anonymised
761,6,7,Anonymised,Anonymised,Anonymised,1655316668.55236,488.573,Prolific,Anonymised,1,2,2,Anonymised,1,3,5,2,0,5,6,6,£40.00,1,,,Anonymised,2,4,11,10,11,8,11,11,11,5,5,1,1,2,Anonymised,5,5,10,Anonymised
829,6,7,Anonymised,Anonymised,Anonymised,1655316919.94758,237.432,Prolific,Anonymised,1,1,1,Anonymised,1,2,2,2,1,5,12,9,£70.00,,1,,Anonymised,2,4,11,9,9,7,9,10,11,3,3,1,2,2,Anonymised,3,3,10,Anonymised
801,6,7,Anonymised,Anonymised,Anonymised,1655316818.6299,344.003,Prolific,Anonymised,1,1,1,Anonymised,1,3,3,2,3,5,5,1,£1.00,1,,,Anonymised,1,0,11,11,9,9,10,11,11,3,3,1,2,1,Anonymised,5,9,10,Anonymised
798,6,7,Anonymised,Anonymised,Anonymised,1655316809.35284,357.239,Prolific,Anonymised,1,1,2,Anonymised,1,5,5,1,5,5,7,2,£5.00,1,,,Anonymised,2,4,11,8,11,9,11,11,11,4,3,1,1,1,Anonymised,5,9,8,Anonymised
770,6,7,Anonymised,Anonymised,Anonymised,1655316699.2114,467.655,Prolific,Anonymised,1,2,4,Anonymised,1,0,3,2,-2,2,8,3,£10.00,1,,,Anonymised,2,4,9,7,11,7,11,11,11,3,3,1,2,1,Anonymised,3,4,7,Anonymised
838,6,7,Anonymised,Anonymised,Anonymised,1655316958.77632,209.318,Prolific,Anonymised,1,1,1,Anonymised,4,-3,0,2,2,2,7,1,£1.00,1,,,Anonymised,2,4,9,8,4,2,6,8,10,4,1,1,2,1,Anonymised,5,7,10,Anonymised
784,6,7,Anonymised,Anonymised,Anonymised,1655316764.69323,407.935,Prolific,Anonymised,1,1,3,Anonymised,1,3,2,2,2,2,8,10,£80.00,1,,,Anonymised,2,4,9,9,8,8,9,9,10,3,3,2,2,1,Anonymised,4,9,8,Anonymised
